-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2022 
Location: Latitude  -11.7583   Longitude -75.23 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3769.58 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M           MERRA-2 Temperature at 2 Meters (C) 
T2MDEW        MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET        MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS            MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX       MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN       MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2020,12,28,8.93,4.43,6.68,11.23,-261.2,15.69,3.73
2020,12,29,8.42,5.65,7.03,9.83,-265.17,13.11,5.13
2020,12,30,8.04,5.4,6.73,8.69,-263.05,13.48,3.38
2020,12,31,6.41,4.87,5.64,6.46,-265.52,10.87,3.24
2021,1,1,7.69,5.04,6.36,8.82,-263.09,13.27,3.21
2021,1,2,9.33,6.49,7.91,10.39,-264.2,14.08,5.12
2021,1,3,9.57,7.15,8.36,10.59,-264.66,14.9,6.4
2021,1,4,9.02,6.23,7.62,10.26,-263.07,14.65,4.58
2021,1,5,8.18,6.08,7.13,8.78,-265.95,12.19,4.98
2021,1,6,8.72,6.02,7.37,9.94,-263.77,14.36,4.99
2021,1,7,7.37,4.85,6.11,8.71,-264.65,12.21,3.71
2021,1,8,8.9,5.67,7.29,10.24,-262.59,14.87,4.31
2021,1,9,8.46,6.22,7.33,9.12,-265.36,12.58,4.8
2021,1,10,9.23,5.9,7.56,10.79,-262.35,14.72,3.91
2021,1,11,9.87,5.66,7.76,11.58,-262.79,15.43,5.07
2021,1,12,9.12,6.19,7.65,10.28,-264.13,13.67,4.65
2021,1,13,9.67,7.31,8.49,10.67,-266.49,13.33,6.66
2021,1,14,8.62,6.8,7.7,9.33,-266.74,11.98,5.56
2021,1,15,7.76,6.33,7.05,8.39,-267.31,10.66,4.83
2021,1,16,8.33,5.76,7.05,9.05,-261.77,14.08,2.7
2021,1,17,7.76,4.95,6.36,9.08,-260.36,14.66,1.87
2021,1,18,8.98,6.67,7.83,9.98,-265.99,13.12,5.95
2021,1,19,8.94,5.79,7.37,10.33,-263.42,14.43,4.7
2021,1,20,8.85,5.62,7.23,10.55,-262.93,14.53,4.31
2021,1,21,9.45,5.87,7.66,11.25,-261.23,16.14,4.22
2021,1,22,9.47,5.64,7.55,11.38,-262.02,15.76,4.64
2021,1,23,9.27,5.8,7.54,11.06,-262.73,15.48,5.05
2021,1,24,8.65,5.33,6.99,10.4,-263.37,14.35,4.58
2021,1,25,9.37,5.65,7.51,11.12,-261.19,16.22,4.26
2021,1,26,8.58,6.09,7.33,9.67,-265.9,13.08,5.83
2021,1,27,9.33,6.1,7.71,10.33,-264.17,14.51,5.52
2021,1,28,8.19,5.5,6.84,9.21,-264.31,12.85,4.01
2021,1,29,7.7,3.87,5.78,9.6,-259.83,15.94,2.62
2021,1,30,7.37,4.62,5.99,8.67,-262.5,13.25,2.6
2021,1,31,9.14,6.49,7.81,10.14,-264.06,14.8,5.72
2021,2,1,9.72,6.24,7.98,10.89,-265.19,13.9,5.94
2021,2,2,9.41,6.15,7.78,10.51,-264.38,13.93,5.15
2021,2,3,8.97,6.28,7.62,9.8,-267.21,12.39,6.44
2021,2,4,8.54,6.33,7.43,9.63,-266.65,12.65,6.15
2021,2,5,9.68,6.61,8.14,11.07,-265.02,14.41,6.29
2021,2,6,9.22,6.07,7.64,10.62,-264.63,14.29,5.78
2021,2,7,9.94,6.35,8.15,11.57,-259.96,16.71,3.53
2021,2,8,7.44,4.51,5.98,8.69,-261.58,13.87,2.3
2021,2,9,8.56,5.5,7.03,10.0,-262.52,15.08,4.46
2021,2,10,6.98,3.93,5.46,7.19,-264.81,11.46,3.12
2021,2,11,8.18,5.16,6.67,9.17,-262.43,14.79,4.07
2021,2,12,8.19,5.41,6.8,9.23,-263.68,13.51,4.04
2021,2,13,7.99,3.79,5.89,8.94,-260.81,14.45,2.11
2021,2,14,9.79,3.3,6.55,11.23,-257.79,18.16,2.8
2021,2,15,8.22,3.62,5.92,8.84,-262.24,14.52,3.61
2021,2,16,7.45,3.19,5.32,9.12,-260.92,15.1,2.87
2021,2,17,8.66,2.97,5.81,10.41,-258.92,16.75,2.52
2021,2,18,7.75,-0.02,3.87,8.76,-259.47,15.18,1.5
2021,2,19,9.17,2.14,5.65,10.74,-258.1,16.73,1.68
2021,2,20,7.11,3.81,5.46,8.84,-263.92,12.43,3.2
2021,2,21,6.63,3.72,5.18,7.99,-263.26,11.68,1.79
2021,2,22,8.92,5.73,7.33,10.53,-264.34,14.3,5.48
2021,2,23,9.3,5.95,7.63,10.97,-263.01,14.97,4.82
2021,2,24,9.08,5.76,7.42,10.57,-263.35,15.11,5.3
2021,2,25,8.65,4.26,6.45,10.42,-262.48,14.99,4.32
2021,2,26,9.55,4.9,7.22,11.4,-258.63,17.04,2.52
2021,2,27,9.64,6.33,7.98,11.11,-264.45,15.33,6.63
2021,2,28,9.57,5.24,7.4,11.67,-262.4,15.9,5.15
2021,3,1,9.44,5.74,7.59,11.03,-262.06,16.01,4.92
2021,3,2,8.84,6.12,7.48,9.9,-264.63,14.34,5.83
2021,3,3,7.85,4.96,6.4,8.64,-265.55,12.51,4.91
2021,3,4,8.83,5.69,7.26,10.11,-262.36,15.32,4.53
2021,3,5,8.9,6.43,7.66,9.85,-265.83,12.65,5.33
2021,3,6,8.69,6.68,7.68,9.48,-267.06,12.3,6.21
2021,3,7,8.79,7.12,7.95,9.37,-266.62,12.69,6.16
2021,3,8,9.08,6.54,7.8,10.12,-263.21,14.9,4.96
2021,3,9,7.5,6.09,6.8,8.07,-265.84,11.54,4.23
2021,3,10,8.15,3.88,6.01,10.01,-260.64,15.06,2.55
2021,3,11,8.0,4.78,6.39,9.62,-260.38,15.4,2.62
2021,3,12,8.13,3.94,6.04,10.17,-260.56,15.11,2.51
2021,3,13,7.93,3.92,5.93,10.01,-260.96,15.29,3.11
2021,3,14,7.64,4.0,5.82,9.58,-260.75,14.36,1.97
2021,3,15,8.62,5.58,7.1,9.98,-264.24,13.55,4.65
2021,3,16,8.85,6.13,7.49,10.08,-263.89,14.64,5.38
2021,3,17,8.62,5.73,7.18,9.39,-263.92,14.08,4.85
2021,3,18,7.71,4.61,6.15,8.47,-263.83,13.24,3.92
2021,3,19,7.5,2.95,5.23,8.69,-261.24,13.76,1.85
2021,3,20,7.98,4.21,6.09,9.26,-261.78,13.63,2.26
2021,3,21,7.94,5.34,6.64,9.0,-264.8,13.11,4.76
2021,3,22,8.65,5.53,7.09,10.13,-262.91,14.33,4.08
2021,3,23,8.87,6.12,7.5,10.3,-264.61,14.3,5.76
2021,3,24,8.88,6.01,7.44,10.19,-263.32,14.64,4.81
2021,3,25,8.92,6.08,7.5,10.17,-265.22,13.66,5.73
2021,3,26,9.4,6.15,7.78,10.8,-264.24,14.71,5.8
2021,3,27,10.1,6.5,8.3,11.74,-262.38,16.12,5.36
2021,3,28,9.15,5.98,7.56,10.55,-265.08,14.09,6.01
2021,3,29,8.04,5.34,6.69,9.42,-263.85,13.62,4.31
2021,3,30,8.55,5.94,7.24,9.97,-263.22,14.4,4.47
2021,3,31,8.98,5.67,7.33,10.48,-262.77,15.45,5.07
2021,4,1,8.08,4.18,6.12,9.99,-261.01,15.39,3.25
2021,4,2,8.36,4.12,6.23,9.78,-260.24,16.07,3.16
2021,4,3,8.55,4.55,6.55,10.5,-261.49,14.8,3.14
2021,4,4,8.45,6.1,7.28,9.4,-266.23,12.8,5.88
2021,4,5,8.94,6.37,7.65,10.01,-263.27,14.84,4.97
2021,4,6,9.3,6.27,7.79,10.58,-264.4,14.7,5.95
2021,4,7,9.07,6.42,7.75,10.14,-264.71,14.14,5.7
2021,4,8,7.9,6.0,6.95,8.49,-266.42,11.42,4.69
2021,4,9,7.16,5.98,6.57,7.75,-268.45,9.69,5.0
2021,4,10,7.06,5.1,6.08,8.16,-263.71,12.6,3.16
2021,4,11,8.18,5.57,6.87,9.23,-263.77,13.68,4.3
2021,4,12,8.21,5.65,6.93,9.6,-264.69,13.35,4.89
2021,4,13,8.39,5.55,6.97,9.76,-263.0,14.4,4.25
2021,4,14,9.24,6.63,7.94,10.37,-264.81,13.89,5.55
2021,4,15,9.4,6.23,7.81,10.51,-264.42,14.85,6.12
2021,4,16,9.87,6.3,8.08,10.95,-263.74,15.62,6.21
2021,4,17,9.81,7.05,8.44,10.67,-264.06,14.94,5.85
2021,4,18,9.8,5.64,7.72,11.4,-260.46,16.43,3.74
2021,4,19,10.24,6.51,8.37,11.4,-263.9,15.8,6.56
2021,4,20,10.25,5.3,7.77,12.02,-261.42,16.51,4.77
2021,4,21,9.46,5.15,7.31,10.99,-262.03,15.43,4.31
2021,4,22,8.07,4.96,6.51,9.5,-263.11,13.87,3.83
2021,4,23,7.27,4.39,5.83,8.53,-262.7,14.05,3.61
2021,4,24,9.3,5.19,7.24,10.8,-261.02,16.36,4.23
2021,4,25,8.3,5.48,6.88,9.47,-263.59,14.46,4.9
2021,4,26,6.52,3.95,5.23,7.5,-263.71,12.71,3.27
2021,4,27,7.58,0.98,4.28,8.39,-259.86,15.02,1.74
2021,4,28,8.55,4.42,6.49,10.19,-261.6,15.45,3.91
2021,4,29,8.59,4.95,6.77,10.19,-262.61,15.19,4.65
2021,4,30,8.37,4.55,6.46,10.14,-262.44,14.86,4.14
2021,5,1,8.52,4.5,6.51,10.24,-262.53,14.9,4.29
2021,5,2,8.87,3.25,6.06,10.38,-260.62,15.98,3.44
2021,5,3,8.9,4.78,6.83,10.52,-263.46,14.9,5.22
2021,5,4,9.1,5.13,7.12,10.54,-262.86,15.3,5.01
2021,5,5,9.48,6.03,7.76,10.65,-263.64,15.55,6.04
2021,5,6,7.25,4.58,5.91,8.61,-265.45,11.69,3.99
2021,5,7,8.23,5.09,6.66,9.65,-263.41,14.14,4.4
2021,5,8,8.01,4.63,6.32,9.53,-263.56,13.78,4.19
2021,5,9,7.96,3.81,5.88,9.89,-262.76,14.19,3.8
2021,5,10,8.25,3.94,6.09,10.16,-262.77,14.71,4.34
2021,5,11,8.34,4.33,6.34,10.19,-263.54,14.24,4.63
2021,5,12,8.57,4.62,6.59,10.39,-262.73,14.73,4.3
2021,5,13,9.04,5.04,7.04,10.62,-262.05,15.51,4.41
2021,5,14,9.19,5.27,7.23,10.74,-263.04,15.2,5.1
2021,5,15,5.82,2.68,4.25,6.55,-264.64,10.9,2.39
2021,5,16,7.86,2.82,5.33,9.46,-257.1,16.14,0.08
2021,5,17,8.64,4.61,6.62,10.21,-262.46,14.83,4.15
2021,5,18,8.41,4.25,6.33,10.22,-262.46,14.32,3.63
2021,5,19,7.94,2.78,5.36,9.81,-259.83,15.78,2.46
2021,5,20,8.4,4.14,6.27,10.05,-262.17,14.86,3.87
2021,5,21,9.15,5.3,7.23,10.79,-261.52,16.02,4.39
2021,5,22,9.82,4.88,7.35,11.56,-261.55,16.36,4.76
2021,5,23,7.97,4.05,6.01,9.51,-263.31,14.01,4.17
2021,5,24,6.92,3.94,5.43,8.01,-263.17,12.79,2.81
2021,5,25,5.12,2.15,3.64,6.58,-263.77,11.01,1.63
2021,5,26,5.98,1.29,3.63,7.19,-260.23,12.9,-0.02
2021,5,27,7.37,2.48,4.92,8.4,-258.13,15.4,0.38
2021,5,28,8.48,3.85,6.16,9.76,-259.94,15.76,2.55
2021,5,29,8.83,4.48,6.65,10.28,-261.58,15.99,4.41
2021,5,30,8.62,2.67,5.64,10.33,-261.22,15.94,4.01
2021,5,31,6.81,3.67,5.24,8.31,-263.51,13.05,3.4
2021,6,1,8.35,3.34,5.85,9.44,-259.76,15.64,2.25
2021,6,2,9.08,5.5,7.3,10.22,-263.08,15.05,4.98
2021,6,3,9.4,5.17,7.29,10.95,-263.9,14.8,5.54
2021,6,4,7.69,4.19,5.94,9.06,-261.99,14.01,2.86
2021,6,5,7.12,2.48,4.8,8.95,-259.54,15.66,2.05
2021,6,6,7.61,3.05,5.33,9.45,-262.11,13.64,2.6
2021,6,7,7.14,2.52,4.83,9.01,-260.96,14.45,2.26
2021,6,8,6.42,2.57,4.49,8.15,-261.14,13.9,1.89
2021,6,9,7.6,2.96,5.28,9.08,-260.74,15.02,2.62
2021,6,10,8.77,2.64,5.7,10.58,-258.53,17.2,2.58
2021,6,11,8.31,4.43,6.37,9.62,-263.67,14.25,4.77
2021,6,12,8.19,4.43,6.31,9.73,-262.85,14.83,4.52
2021,6,13,7.76,3.45,5.6,9.48,-262.4,14.26,3.51
2021,6,14,8.17,3.48,5.82,9.88,-260.93,15.87,3.64
2021,6,15,8.46,2.74,5.6,10.24,-261.32,15.86,4.03
2021,6,16,8.42,4.04,6.23,10.19,-262.74,14.93,4.51
2021,6,17,7.71,3.87,5.79,9.09,-264.7,13.08,4.63
2021,6,18,7.58,3.57,5.57,9.08,-262.82,13.87,3.54
2021,6,19,7.8,3.48,5.64,9.44,-261.7,14.31,2.87
2021,6,20,8.39,4.13,6.26,10.27,-262.16,14.95,3.96
2021,6,21,8.49,4.23,6.37,10.06,-262.94,15.15,4.94
2021,6,22,7.82,1.76,4.79,8.94,-258.97,15.51,1.33
2021,6,23,8.6,2.44,5.51,10.3,-258.48,16.66,2.0
2021,6,24,8.81,3.59,6.2,10.64,-261.31,16.23,4.4
2021,6,25,8.04,2.1,5.07,9.8,-258.68,15.99,1.51
2021,6,26,8.48,3.21,5.84,10.2,-261.6,15.59,4.04
2021,6,27,8.11,3.43,5.77,9.95,-262.63,14.78,4.26
2021,6,28,6.43,2.71,4.57,8.17,-262.96,12.29,2.1
2021,6,29,6.62,2.6,4.62,8.42,-263.21,12.92,2.98
2021,6,30,6.8,2.19,4.5,8.84,-261.66,13.99,2.5
2021,7,1,6.1,-0.29,2.9,7.51,-257.6,14.68,-0.88
2021,7,2,5.3,-2.51,1.4,5.75,-256.06,14.63,-2.46
2021,7,3,4.92,-0.92,2.0,5.85,-257.49,13.73,-1.92
2021,7,4,5.64,-1.39,2.12,6.82,-257.45,14.3,-1.4
2021,7,5,6.55,-0.34,3.1,8.04,-256.31,15.75,-1.08
2021,7,6,7.41,0.83,4.12,9.15,-259.94,15.43,2.23
2021,7,7,7.17,0.17,3.67,8.65,-256.83,15.98,-0.34
2021,7,8,7.51,0.57,4.04,8.96,-259.36,15.36,1.57
2021,7,9,8.55,1.8,5.18,10.48,-260.73,16.4,3.98
2021,7,10,8.46,3.87,6.16,10.39,-262.45,15.01,4.31
2021,7,11,8.72,4.26,6.49,10.64,-262.38,15.3,4.52
2021,7,12,9.12,4.72,6.91,10.96,-262.74,15.42,5.01
2021,7,13,9.34,4.56,6.95,11.13,-262.54,15.9,5.29
2021,7,14,9.14,3.44,6.29,10.98,-260.93,16.64,4.42
2021,7,15,9.26,3.45,6.36,11.26,-259.49,17.58,3.92
2021,7,16,9.04,3.78,6.4,10.79,-261.55,16.33,4.73
2021,7,17,8.68,3.39,6.04,10.53,-260.03,15.86,2.74
2021,7,18,6.65,3.07,4.86,8.72,-262.45,13.79,3.08
2021,7,19,7.67,3.23,5.44,9.57,-261.96,14.89,3.71
2021,7,20,7.05,2.72,4.89,9.24,-262.86,13.75,3.46
2021,7,21,7.51,1.3,4.4,9.73,-261.03,15.15,3.04
2021,7,22,7.47,1.8,4.63,9.4,-260.58,14.58,2.01
2021,7,23,8.09,1.09,4.59,10.08,-258.63,16.53,2.01
2021,7,24,8.17,-0.12,4.02,9.48,-257.7,16.7,1.25
2021,7,25,7.88,1.55,4.72,9.77,-260.35,15.83,3.04
2021,7,26,7.62,0.73,4.17,9.32,-257.26,16.5,0.61
2021,7,27,8.15,2.37,5.26,9.8,-260.52,15.59,2.97
2021,7,28,8.26,3.24,5.75,9.94,-262.99,14.46,4.29
2021,7,29,7.92,3.9,5.91,9.37,-264.61,13.4,4.86
2021,7,30,7.84,2.59,5.22,10.09,-260.6,15.72,3.17
2021,7,31,7.4,2.04,4.72,9.52,-260.56,14.88,2.3
2021,8,1,6.93,2.01,4.47,9.39,-262.02,13.87,2.74
2021,8,2,6.83,1.28,4.05,9.46,-261.77,13.85,2.48
2021,8,3,6.35,0.83,3.59,8.82,-261.56,13.82,2.23
2021,8,4,6.0,0.12,3.06,8.39,-260.46,13.76,1.07
2021,8,5,6.9,-0.52,3.19,9.13,-258.97,15.54,1.37
2021,8,6,7.01,-1.54,2.73,8.73,-257.76,16.14,0.75
2021,8,7,7.52,0.48,4.0,9.26,-256.2,16.65,-0.31
2021,8,8,8.89,1.14,5.01,10.87,-257.73,17.95,2.52
2021,8,9,8.74,0.12,4.43,10.81,-257.39,17.62,1.86
2021,8,10,8.37,2.36,5.36,10.63,-260.3,15.9,3.05
2021,8,11,8.73,3.6,6.16,10.67,-263.82,14.56,5.23
2021,8,12,8.58,3.83,6.2,10.66,-262.49,15.61,4.95
2021,8,13,7.03,2.5,4.76,9.31,-260.33,14.67,1.85
2021,8,14,6.23,2.3,4.27,8.58,-263.84,11.79,2.48
2021,8,15,6.44,2.74,4.59,7.5,-265.1,10.97,2.91
2021,8,16,8.48,3.05,5.77,10.49,-260.44,16.38,3.67
2021,8,17,8.89,0.36,4.62,10.94,-256.09,17.92,0.86
2021,8,18,9.02,2.06,5.54,10.67,-261.13,16.87,4.85
2021,8,19,9.19,1.23,5.21,11.51,-257.6,18.01,2.45
2021,8,20,8.49,3.4,5.94,10.73,-262.03,14.68,3.57
2021,8,21,8.86,3.79,6.33,11.15,-261.95,15.24,4.05
2021,8,22,9.77,3.65,6.71,12.39,-261.3,16.9,5.05
2021,8,23,10.4,3.3,6.86,13.1,-259.54,18.6,4.99
2021,8,24,9.26,3.09,6.18,11.91,-259.83,17.45,4.13
2021,8,25,9.8,0.98,5.39,12.21,-255.77,19.4,2.01
2021,8,26,9.4,4.26,6.83,11.19,-262.4,16.01,5.26
2021,8,27,7.73,3.62,5.68,9.57,-260.02,16.54,3.41
2021,8,28,8.23,2.94,5.58,10.98,-258.58,17.39,2.81
2021,8,29,8.48,3.01,5.75,11.05,-260.95,15.4,3.19
2021,8,30,6.74,3.44,5.09,7.77,-266.33,10.76,3.94
2021,8,31,8.41,2.3,5.35,10.72,-259.54,16.15,2.55
2021,9,1,9.32,3.16,6.24,11.77,-260.65,17.08,4.58
2021,9,2,9.94,3.83,6.89,12.59,-260.03,17.73,4.61
2021,9,3,10.54,4.77,7.65,13.21,-261.7,17.19,5.74
2021,9,4,9.43,5.12,7.27,11.4,-262.92,15.65,5.42
2021,9,5,9.32,4.71,7.01,11.1,-263.66,15.36,5.87
2021,9,6,9.08,3.75,6.41,11.49,-260.69,17.62,5.15
2021,9,7,8.17,3.34,5.76,10.33,-263.01,14.74,4.6
2021,9,8,8.83,3.14,5.98,11.04,-258.96,17.23,3.05
2021,9,9,8.47,3.54,6.0,10.91,-260.02,16.19,3.06
2021,9,10,7.77,2.55,5.15,9.5,-261.02,15.15,3.01
2021,9,11,9.37,4.55,6.96,11.58,-262.18,16.26,5.29
2021,9,12,10.1,4.8,7.45,12.76,-262.07,16.71,5.63
2021,9,13,10.69,4.25,7.48,13.51,-259.49,18.33,4.67
2021,9,14,10.83,4.45,7.64,13.73,-258.92,19.2,4.97
2021,9,15,10.13,4.42,7.27,12.85,-261.65,17.3,5.8
2021,9,16,9.45,4.06,6.76,11.95,-262.44,16.29,5.58
2021,9,17,8.39,2.85,5.62,10.55,-263.61,14.19,4.65
2021,9,18,9.4,2.81,6.1,11.87,-259.26,17.26,3.37
2021,9,19,9.46,4.36,6.9,12.0,-262.8,15.8,5.44
2021,9,20,9.72,4.18,6.94,12.3,-261.71,16.55,5.12
2021,9,21,9.89,5.08,7.48,12.34,-262.36,16.94,6.15
2021,9,22,8.8,3.12,5.96,11.39,-262.03,15.81,4.69
2021,9,23,8.59,2.44,5.51,11.28,-262.47,15.25,4.57
2021,9,24,8.58,2.94,5.76,11.3,-259.8,16.46,3.1
2021,9,25,8.59,2.33,5.46,10.87,-260.61,16.33,3.79
2021,9,26,9.22,1.58,5.4,11.33,-256.2,18.38,1.43
2021,9,27,10.08,2.76,6.42,12.52,-261.47,17.35,5.68
2021,9,28,10.46,4.51,7.49,13.28,-260.11,18.26,5.23
2021,9,29,10.05,3.84,6.95,12.32,-262.85,16.74,6.44
2021,9,30,9.75,4.12,6.94,12.23,-262.89,15.87,5.61
2021,10,1,9.87,4.67,7.27,12.42,-262.83,15.94,5.62
2021,10,2,7.26,3.36,5.3,9.62,-262.17,13.94,2.97
2021,10,3,9.92,3.98,6.94,12.21,-258.42,17.9,3.18
2021,10,4,10.79,4.98,7.89,13.23,-262.22,17.66,6.73
2021,10,5,8.11,5.2,6.65,9.65,-264.33,12.64,3.82
2021,10,6,8.64,4.51,6.58,10.65,-264.35,13.95,5.15
2021,10,7,10.05,3.76,6.9,12.7,-257.7,18.27,2.82
2021,10,8,9.38,4.98,7.19,11.46,-262.49,15.89,5.23
2021,10,9,9.58,5.59,7.58,11.35,-263.32,15.36,5.53
2021,10,10,11.14,6.55,8.84,13.19,-262.79,17.67,7.31
2021,10,11,11.51,5.53,8.51,14.05,-261.82,18.29,6.96
2021,10,12,11.87,4.67,8.27,14.7,-260.13,19.7,6.68
2021,10,13,12.48,4.18,8.33,14.99,-257.88,20.81,5.55
2021,10,14,12.42,5.65,9.04,15.34,-259.99,20.48,7.31
2021,10,15,11.62,5.14,8.38,14.06,-262.27,17.82,6.93
2021,10,16,10.05,4.68,7.37,11.84,-265.05,14.83,6.73
2021,10,17,8.73,4.46,6.59,10.74,-263.1,15.15,5.09
2021,10,18,10.11,4.3,7.2,12.54,-261.06,17.18,5.09
2021,10,19,9.89,5.79,7.83,11.69,-263.1,15.93,5.88
2021,10,20,9.51,6.1,7.81,10.73,-265.92,14.01,6.78
2021,10,21,11.42,4.87,8.15,14.15,-259.32,19.66,5.83
2021,10,22,11.9,5.08,8.49,14.94,-259.35,20.03,6.23
2021,10,23,12.3,5.01,8.65,15.12,-260.62,20.28,7.75
2021,10,24,12.39,4.7,8.55,15.55,-258.56,20.76,6.16
2021,10,25,8.86,3.56,6.21,11.42,-261.82,15.33,4.0
2021,10,26,10.22,3.45,6.83,13.51,-259.2,18.43,4.48
2021,10,27,10.65,4.21,7.44,13.87,-260.0,17.96,4.82
2021,10,28,9.01,5.0,7.01,11.3,-261.98,16.65,5.48
2021,10,29,7.86,2.96,5.4,9.12,-263.15,13.25,3.25
2021,10,30,10.01,2.51,6.26,12.4,-256.45,18.77,2.07
2021,10,31,8.29,5.38,6.83,9.8,-265.97,12.62,5.43
2021,11,1,8.88,4.71,6.8,10.07,-263.57,14.37,4.8
2021,11,2,5.58,2.91,4.24,7.35,-266.1,10.06,3.02
2021,11,3,6.43,2.06,4.24,8.23,-261.93,13.6,2.38
2021,11,4,9.16,2.67,5.91,11.8,-257.46,17.66,1.98
2021,11,5,8.65,4.4,6.52,10.59,-260.87,15.7,3.43
2021,11,6,8.62,3.35,5.98,11.02,-259.63,16.52,3.01
2021,11,7,8.37,1.74,5.05,11.24,-257.39,18.29,2.53
2021,11,8,9.49,3.56,6.53,11.78,-259.74,16.51,3.09
2021,11,9,10.21,4.15,7.18,12.89,-259.92,18.31,5.08
2021,11,10,9.12,1.44,5.27,12.05,-259.02,17.97,3.83
2021,11,11,8.86,4.02,6.44,10.3,-262.36,14.8,4.01
2021,11,12,9.6,5.47,7.53,11.26,-261.5,16.51,4.86
2021,11,13,10.11,4.84,7.48,12.73,-261.08,17.15,5.07
2021,11,14,9.68,3.87,6.78,12.44,-258.9,17.81,3.56
2021,11,15,10.78,5.11,7.94,12.89,-261.1,17.24,5.19
2021,11,16,7.31,3.75,5.53,9.1,-265.91,11.67,4.43
2021,11,17,9.62,3.07,6.34,12.28,-257.26,18.8,2.91
2021,11,18,8.53,2.07,5.3,10.73,-258.07,17.91,2.83
2021,11,19,6.8,3.87,5.33,8.05,-261.43,13.31,1.59
2021,11,20,8.75,5.64,7.19,10.1,-265.55,13.5,5.9
2021,11,21,9.58,5.12,7.35,11.68,-261.97,16.32,5.14
2021,11,22,10.85,5.48,8.16,13.27,-261.03,17.87,5.76
2021,11,23,9.44,4.86,7.15,11.3,-264.42,14.34,5.62
2021,11,24,8.84,4.73,6.79,10.98,-262.55,15.21,4.6
2021,11,25,9.48,5.55,7.51,11.55,-262.52,15.72,5.09
2021,11,26,9.02,5.08,7.05,11.04,-262.5,15.1,4.45
2021,11,27,7.63,5.19,6.41,8.7,-265.78,11.51,4.14
2021,11,28,8.91,5.33,7.12,10.51,-262.03,15.37,4.25
2021,11,29,9.71,5.9,7.8,11.44,-262.35,16.07,5.27
2021,11,30,8.77,4.91,6.84,10.69,-261.31,16.06,4.23
2021,12,1,9.94,5.87,7.9,11.37,-263.32,15.7,5.87
2021,12,2,9.66,6.14,7.9,11.13,-264.03,15.05,5.93
2021,12,3,9.29,5.77,7.53,10.69,-262.76,15.73,5.33
2021,12,4,10.05,6.09,8.07,11.77,-261.28,16.29,4.42
2021,12,5,9.62,6.01,7.82,11.28,-262.62,15.31,4.78
2021,12,6,7.7,4.11,5.9,9.69,-264.52,12.62,3.99
2021,12,7,10.12,5.06,7.59,12.49,-261.15,16.79,4.79
2021,12,8,10.94,6.39,8.66,12.9,-262.37,17.12,6.33
2021,12,9,10.73,7.16,8.95,12.43,-264.13,16.2,7.19
2021,12,10,9.13,5.7,7.42,10.45,-263.1,14.81,4.76
2021,12,11,9.79,5.0,7.39,11.51,-260.53,17.47,4.86
2021,12,12,9.98,3.12,6.55,11.35,-259.67,17.49,4.0
2021,12,13,10.01,5.23,7.62,11.92,-261.36,16.8,5.01
2021,12,14,7.54,3.85,5.69,9.0,-266.91,11.78,5.54
2021,12,15,8.79,4.41,6.6,9.7,-264.6,12.77,4.23
2021,12,16,8.53,4.24,6.39,10.65,-261.09,15.89,3.83
2021,12,17,8.49,3.14,5.81,11.24,-258.89,17.52,3.26
2021,12,18,9.36,3.66,6.51,11.85,-258.3,17.73,2.87
2021,12,19,9.21,3.65,6.43,11.69,-258.53,17.24,2.62
2021,12,20,7.05,3.06,5.05,9.12,-262.56,13.17,2.58
2021,12,21,9.75,4.15,6.94,10.98,-262.42,16.08,5.35
2021,12,22,9.83,3.94,6.88,10.99,-264.52,15.08,6.45
2021,12,23,8.44,3.58,6.01,9.79,-266.4,12.12,5.37
2021,12,24,9.11,4.84,6.98,10.64,-264.63,13.58,5.06
2021,12,25,9.29,5.1,7.19,11.21,-263.99,14.57,5.4
2021,12,26,9.1,3.57,6.33,10.82,-259.33,17.25,3.43
2021,12,27,8.48,5.08,6.77,9.65,-265.29,12.85,4.99
2021,12,28,7.61,5.51,6.55,8.59,-266.77,11.26,4.87
2021,12,29,9.28,5.86,7.57,11.02,-262.75,15.56,5.16
2021,12,30,9.64,5.28,7.46,11.73,-261.88,16.28,5.01
2021,12,31,10.55,4.68,7.62,12.32,-260.65,17.84,5.34
2022,1,1,11.03,1.23,6.13,12.54,-258.91,19.14,4.9
2022,1,2,11.37,3.12,7.25,13.47,-256.83,19.85,3.53
2022,1,3,11.08,4.58,7.83,13.05,-261.99,17.73,6.56
2022,1,4,11.41,4.97,8.19,13.84,-259.74,19.25,5.84
2022,1,5,10.42,5.76,8.09,12.15,-264.55,15.61,7.01
2022,1,6,10.34,5.35,7.84,12.28,-264.63,15.83,7.31
